,title,date,type,CVE,lien,description,CVSS,EPSS,version,product,editeur,CWE,base_severity
CERTFR-2023-AVI-0093,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2022-3565,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0093/,"A vulnerability, which was classified as critical, has been found in Linux Kernel. Affected by this issue is the function del_timer of the file drivers/isdn/mISDN/l1oip_core.c of the component Bluetooth. The manipulation leads to use after free. It is recommended to apply a patch to fix this issue. The identifier of this vulnerability is VDB-211088.",4.6,0.000420000,['n/a'],Kernel,Linux,CWE-119,MEDIUM
CERTFR-2023-AVI-0101,Multiples vulnérabilités dans IBM Sterling,,Avis,CVE-2022-42003,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0101/,"In FasterXML jackson-databind before versions 2.13.4.1 and 2.12.17.1, resource exhaustion can occur because of a lack of a check in primitive value deserializers to avoid deep wrapper array nesting, when the UNWRAP_SINGLE_VALUE_ARRAYS feature is enabled.",,0.002780000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0110,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-42003,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0110/,"In FasterXML jackson-databind before versions 2.13.4.1 and 2.12.17.1, resource exhaustion can occur because of a lack of a check in primitive value deserializers to avoid deep wrapper array nesting, when the UNWRAP_SINGLE_VALUE_ARRAYS feature is enabled.",,0.002780000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0111,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2022-4379,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0111/,A use-after-free vulnerability was found in __nfs42_ssc_open() in fs/nfs/nfs4file.c in the Linux kernel. This flaw allows an attacker to conduct a remote denial,,0.006550000,['Linux kernel through v6.1-rc8'],Linux kernel,n/a,CWE-416,LOW
CERTFR-2023-AVI-0112,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2022-4139,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0112/,"An incorrect TLB flush issue was found in the Linux kernel’s GPU i915 kernel driver, potentially leading to random memory corruption or data leaks. This flaw could allow a local user to crash the system or escalate their privileges on the system.",,0.000420000,['kernel 6.1-rc7'],kernel,n/a,CWE-281,LOW
CERTFR-2023-AVI-0116,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-42004,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0116/,"In FasterXML jackson-databind before 2.13.4, resource exhaustion can occur because of a lack of a check in BeanDeserializer._deserializeFromArray to prevent use of deeply nested arrays. An application is vulnerable only with certain customized choices for deserialization.",,0.002190000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0120,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-31160,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0120/,"jQuery UI is a curated set of user interface interactions, effects, widgets, and themes built on top of jQuery. Versions prior to 1.13.2 are potentially vulnerable to cross-site scripting. Initializing a checkboxradio widget on an input enclosed within a label makes that parent label contents considered as the input label. Calling `.checkboxradio( ""refresh"" )` on such a widget and the initial HTML contained encoded HTML entities will make them erroneously get decoded. This can lead to potentially executing JavaScript code. The bug has been patched in jQuery UI 1.13.2. To remediate the issue, someone who can change the initial HTML can wrap all the non-input contents of the `label` in a `span`.",6.1,0.002990000,['< 1.13.2'],jquery-ui,jquery,CWE-79,MEDIUM
CERTFR-2023-AVI-0121,Multiples vulnérabilités dans les produits Siemens,,Avis,CVE-2022-24675,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0121/,encoding/pem in Go before 1.17.9 and 1.18.x before 1.18.1 has a Decode stack overflow via a large amount of PEM data.,,0.015680000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0124,Multiples vulnérabilités dans Mozilla Firefox,,Avis,CVE-2023-0767,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0124/,"An attacker could construct a PKCS 12 cert bundle in such a way that could allow for arbitrary memory writes via PKCS 12 Safe Bag attributes being mishandled. This vulnerability affects Firefox < 110, Thunderbird < 102.8, and Firefox ESR < 102.8.",,0.002230000,['unspecified'],Firefox ESR,Mozilla,Non disponible,LOW
CERTFR-2023-AVI-0127,Multiples vulnérabilités dans les produits Intel,,Avis,CVE-2022-26345,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0127/,Uncontrolled search path element in the Intel(R) oneAPI Toolkit OpenMP before version 2022.1 may allow an authenticated user to potentially enable escalation of privilege via local access.,6.7,0.000610000,['before version 2022.1'],Intel(R) oneAPI Toolkit OpenMP,n/a,Non disponible,MEDIUM
CERTFR-2023-AVI-0128,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-38751,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0128/,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",6.5,0.002110000,['unspecified'],SnakeYAML,snakeyaml,CWE-121,MEDIUM
CERTFR-2023-AVI-0141,Multiples vulnérabilités dans IBM QRadar Advisor,,Avis,CVE-2018-25031,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0141/,"Swagger UI 4.1.2 and earlier could allow a remote attacker to conduct spoofing attacks. By persuading a victim to open a crafted URL, an attacker could exploit this vulnerability to display remote OpenAPI definitions. Note: This was originally claimed to be resolved in 4.1.3. However, third parties have indicated this is not resolved in 4.1.3 and even occurs in that version and possibly others.",,0.007600000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0142,Multiples vulnérabilités dans les produits Splunk,,Avis,CVE-2021-28957,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0142/,"An XSS vulnerability was discovered in python-lxml's clean module versions before 4.6.3. When disabling the safe_attrs_only and forms arguments, the Cleaner class does not remove the formaction attribute allowing for JS to bypass the sanitizer. A remote attacker could exploit this flaw to run arbitrary JS code on users who interact with incorrectly sanitized HTML. This issue is patched in lxml 4.6.3.",,0.001610000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0146,Multiples vulnérabilités dans les produits Fortinet,,Avis,CVE-2022-39948,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0146/,"An improper certificate validation vulnerability [CWE-295] in FortiOS 7.2.0 through 7.2.3, 7.0.0 through 7.0.7, 6.4 all versions, 6.2 all versions, 6.0 all versions and FortiProxy 7.0.0 through 7.0.6, 2.0 all versions, 1.2 all versions may allow a remote and unauthenticated attacker to perform a Man-in-the-Middle attack on the communication channel between the FortiOS/FortiProxy device and remote servers hosting threat feeds (when the latter are configured as Fabric connectors in FortiOS/FortiProxy)",4.4,0.000910000,"['7.2.0', '7.0.0', '6.4.0', '6.2.0', '6.0.0']",FortiOS,Fortinet,CWE-295,MEDIUM
CERTFR-2023-AVI-0147,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2022-43945,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0147/,The Linux kernel NFSD implementation prior to versions 5.19.17 and 6.0.2 are vulnerable to buffer overflow. NFSD tracks the number of pages held by each NFSD thread by combining the receive and send buffers of a remote procedure call (RPC) into a single array of pages. A client can force the send buffer to shrink by sending an RPC message over TCP with garbage data added at the end of the message. The RPC message with garbage data is still correctly formed according to the specification and is passed forward to handlers. Vulnerable code in NFSD is not expecting the oversized request and writes beyond the allocated buffer space. CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,0.001300000,['< 6.0.2'],linux_kernel,linux,CWE-131,LOW
CERTFR-2023-AVI-0148,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2022-3566,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0148/,"A vulnerability, which was classified as problematic, was found in Linux Kernel. This affects the function tcp_getsockopt/tcp_setsockopt of the component TCP Handler. The manipulation leads to race condition. It is recommended to apply a patch to fix this issue. The identifier VDB-211089 was assigned to this vulnerability.",4.6,0.000440000,['n/a'],Kernel,Linux,CWE-362,MEDIUM
CERTFR-2023-AVI-0149,Multiples vulnérabilités dans IBM WebSphere,,Avis,CVE-2022-46364,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0149/,A SSRF vulnerability in parsing the href attribute of XOP:Include in MTOM requests in versions of Apache CXF before 3.5.5 and 3.4.10 allows an attacker to perform SSRF style attacks on webservices that take at least one parameter of any type. ,,0.040710000,"['0', '0']",Apache CXF,Apache Software Foundation,CWE-918,LOW
CERTFR-2023-AVI-0150,Vulnérabilité dans Apache Tomcat,,Avis,CVE-2023-24998,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0150/,"Apache Commons FileUpload before 1.5 does not limit the number of request parts to be processed resulting in the possibility of an attacker triggering a DoS with a malicious upload or series of uploads.




Note that, like all of the file upload limits, the
          new configuration option (FileUploadBase#setFileCountMax) is not
          enabled by default and must be explicitly configured.


",,0.016020000,"['11.0.0-M1', '10.0.0-M1', '9.0.0-M1', '8.5.0']",Apache Tomcat,Apache Software Foundation,CWE-770,LOW
CERTFR-2023-AVI-0153,Multiples vulnérabilités dans Stormshield Network Security,,Avis,CVE-2022-4304,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0153/,"A timing based side channel exists in the OpenSSL RSA Decryption implementation
which could be sufficient to recover a plaintext across a network in a
Bleichenbacher style attack. To achieve a successful decryption an attacker
would have to be able to send a very large number of trial messages for
decryption. The vulnerability affects all RSA padding modes: PKCS#1 v1.5,
RSA-OEAP and RSASVE.

For example, in a TLS connection, RSA is commonly used by a client to send an
encrypted pre-master secret to the server. An attacker that had observed a
genuine connection between a client and a server could use this flaw to send
trial messages to the server and record the time taken to process them. After a
sufficiently large number of messages the attacker could recover the pre-master
secret used for the original connection and thus be able to decrypt the
application data sent over that connection.

",,0.002420000,"['3.0.0', '1.1.1', '1.0.2']",OpenSSL,OpenSSL,Non disponible,LOW
CERTFR-2023-AVI-0155,Multiples vulnérabilités dans Zimbra Collaboration,,Avis,CVE-2023-0286,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0155/,"There is a type confusion vulnerability relating to X.400 address processing
inside an X.509 GeneralName. X.400 addresses were parsed as an ASN1_STRING but
the public structure definition for GENERAL_NAME incorrectly specified the type
of the x400Address field as ASN1_TYPE. This field is subsequently interpreted by
the OpenSSL function GENERAL_NAME_cmp as an ASN1_TYPE rather than an
ASN1_STRING.

When CRL checking is enabled (i.e. the application sets the
X509_V_FLAG_CRL_CHECK flag), this vulnerability may allow an attacker to pass
arbitrary pointers to a memcmp call, enabling them to read memory contents or
enact a denial of service. In most cases, the attack requires the attacker to
provide both the certificate chain and CRL, neither of which need to have a
valid signature. If the attacker only controls one of these inputs, the other
input must already contain an X.400 address as a CRL distribution point, which
is uncommon. As such, this vulnerability is most likely to only affect
applications which have implemented their own functionality for retrieving CRLs
over a network.

",,0.910130000,"['3.0.0', '1.1.1', '1.0.2']",OpenSSL,OpenSSL,Non disponible,LOW
CERTFR-2023-AVI-0156,Multiples vulnérabilités dans Tenable.sc,,Avis,CVE-2022-37436,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0156/,"Prior to Apache HTTP Server 2.4.55, a malicious backend can cause the response headers to be truncated early, resulting in some headers being incorporated into the response body. If the later headers have any security purpose, they will not be interpreted by the client.",,0.000830000,['0'],Apache HTTP Server,Apache Software Foundation,CWE-113,LOW
CERTFR-2023-AVI-0166,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2022-36280,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0166/,"An out-of-bounds(OOB) memory access vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_kms.c in GPU component in the Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",6.3,0.000300000,['v3.2-rc1'],kernel,Linux,CWE-120,MEDIUM
CERTFR-2023-AVI-0167,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2022-3640,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0167/,"A vulnerability, which was classified as critical, was found in Linux Kernel. Affected is the function l2cap_conn_del of the file net/bluetooth/l2cap_core.c of the component Bluetooth. The manipulation leads to use after free. It is recommended to apply a patch to fix this issue. The identifier of this vulnerability is VDB-211944.",5.5,0.002240000,['n/a'],Kernel,Linux,CWE-119,MEDIUM
CERTFR-2023-AVI-0168,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2022-3564,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0168/,A vulnerability classified as critical was found in Linux Kernel. Affected by this vulnerability is the function l2cap_reassemble_sdu of the file net/bluetooth/l2cap_core.c of the component Bluetooth. The manipulation leads to use after free. It is recommended to apply a patch to fix this issue. The associated identifier of this vulnerability is VDB-211087.,5.5,0.000450000,['n/a'],Kernel,Linux,CWE-119,MEDIUM
CERTFR-2023-AVI-0169,Multiples vulnérabilités dans Stormshield Management Center,,Avis,CVE-2023-0216,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0169/,"An invalid pointer dereference on read can be triggered when an
application tries to load malformed PKCS7 data with the
d2i_PKCS7(), d2i_PKCS7_bio() or d2i_PKCS7_fp() functions.

The result of the dereference is an application crash which could
lead to a denial of service attack. The TLS implementation in OpenSSL
does not call this function however third party applications might
call these functions on untrusted data.

",,0.001870000,['3.0.0'],OpenSSL,OpenSSL,Non disponible,LOW
CERTFR-2023-AVI-0183,Multiples vulnérabilités dans Tenable.sc,,Avis,CVE-2023-0216,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0183/,"An invalid pointer dereference on read can be triggered when an
application tries to load malformed PKCS7 data with the
d2i_PKCS7(), d2i_PKCS7_bio() or d2i_PKCS7_fp() functions.

The result of the dereference is an application crash which could
lead to a denial of service attack. The TLS implementation in OpenSSL
does not call this function however third party applications might
call these functions on untrusted data.

",,0.001870000,['3.0.0'],OpenSSL,OpenSSL,Non disponible,LOW
